payment_key,coustomer_key,time_key,item_key,store_key,quantity,unit,unit_price,total_price
P030,C007837,T012803,I00222,S00265,6,ct,12,72
P016,C002928,T083400,I00068,S0014,6,bottles,20,120
P013,C005340,T067924,I00189,S00168,5,ct.,13,65
P001,C002993,T023419,I00086,S00144,2,cans,18,36
P023,C007592,T07056,I00150,S0020,5,bags,16,80
P010,C007746,T070198,I00009,S00379,11,cans,16.25,178.75
P029,C005610,T030718,I00029,S0012,7,cans,11.5,80.5
P030,C003414,T019188,I00218,S00176,1,ct,6,6
P009,C002706,T083262,I00166,S00193,5,bags,17,85
P039,C007013,T098609,I00075,S00255,9,cans,15.5,139.5
P033,C007170,T086214,I00065,S00664,10,bottles,20,200
P024,C003365,T069478,I00176,S00255,3,ct,19,57
P003,C003314,T04209,I00093,S00332,4,bottles,13,52
P030,C006696,T033614,I00199,S00167,7,ct,15,105
P017,C000876,T085378,I00213,S00504,10,ct,12,120
P020,C008822,T068466,I00259,S00723,6,pack,26,156
P035,C005808,T023984,I00246,S00427,11,ct,20,220
P025,C004215,T046086,I00086,S0024,4,cans,18,72
P027,C006602,T034557,I00121,S00565,3,ct,17,51
P007,C008841,T053713,I00013,S00659,6,cans,6.75,40.5
P032,C001727,T027625,I00130,S00259,6,ct,14,84
P017,C003804,T063688,I00087,S00678,11,bottles,15,165
P027,C002182,T044923,I00097,S00469,6,cartons,19,114
P026,C000236,T02246,I00001,S00432,2,cans,11.5,23
P007,C009138,T032941,I00098,S00170,11,oz,10,110
P033,C004787,T015643,I00202,S00304,2,ct.,12,24
P032,C003109,T040680,I00049,S00389,1,cans,8,8
P015,C001174,T092732,I00096,S00385,7,bottles,20,140
P012,C003242,T039552,I00140,S00409,11,ct,29,319
P039,C006278,T039400,I00068,S00144,5,bottles,20,100
P006,C000346,T062687,I00149,S00640,2,ct,15,30
P037,C006691,T039685,I00160,S00669,11,bags,17,187
P035,C004265,T054118,I00209,S00429,3,ct,13,39
P017,C007656,T036948,I00159,S00117,8,bags,17,136
P026,C007097,T088495,I00040,S00682,10,bottles,22,220
P020,C006962,T021250,I00124,S00432,1,ct,15,15
P024,C004966,T090532,I00260,S00643,4,ct,15,60
P018,C002326,T070751,I00159,S00166,6,bags,17,102
P014,C002774,T089467,I00220,S00628,4,ct,14,56
P001,C008470,T067416,I00143,S00466,6,ct,16,96
P024,C008295,T041631,I00127,S00106,10,pk,12.5,125
P023,C008779,T086589,I00090,S00187,9,bottles,9,81
P023,C001407,T097755,I00020,S00245,4,cans,6.75,27
P019,C004773,T093713,I00114,S00258,7,ct,44,308
P011,C007467,T075372,I00223,S00136,7,ct,13.5,94.5
P014,C008383,T025440,I00177,S00372,1,ct,35,35
P006,C002145,T026781,I00134,S00520,1,ct,16,16
P023,C005116,T022356,I00171,S0030,11,ct,16,176
P030,C000871,T025142,I00022,S00427,11,cans,16.25,178.75
P002,C001138,T040707,I00220,S00584,4,ct,14,56
P001,C000624,T08394,I00189,S00139,6,ct.,13,78
P022,C001968,T081099,I00188,S00341,2,ct,14,28
P027,C003966,T046821,I00198,S00158,5,ct,12,60
P028,C003492,T095692,I00013,S0069,6,cans,6.75,40.5
P036,C009170,T048502,I00203,S00354,8,ct,18,144
P010,C001199,T095799,I00100,S00721,5,oz.,10,50
P015,C005824,T06764,I00189,S00117,8,ct.,13,104
P024,C005102,T07508,I00137,S00273,7,ct,24,168
P011,C009093,T015916,I00217,S00658,9,oz,20.5,184.5
P026,C003890,T055440,I00005,S00225,7,cans,6.75,47.25
P028,C003363,T038990,I00102,S00226,2,tubs,16,32
P006,C007403,T076252,I00205,S0075,5,ct,16,80
P037,C004066,T077929,I00191,S00540,4,bars,24,96
P039,C007730,T082385,I00122,S00343,3,ct,15,45
P019,C007188,T04650,I00244,S00301,2,oz,18,36
P036,C006066,T023488,I00249,S0042,10,pack,16,160
P005,C009010,T079814,I00016,S00576,6,cans,16.25,97.5
P009,C005292,T060631,I00063,S00282,11,cans,40,440
P005,C006295,T069953,I00217,S00218,5,oz,20.5,102.5
P039,C000962,T030688,I00056,S00537,4,bottles,24,96
P017,C001594,T095107,I00080,S00384,1,bottles,22,22
P014,C005617,T02721,I00087,S00520,10,bottles,15,150
P031,C008792,T01301,I00078,S00341,7,bottles,17,119
P001,C001424,T090160,I00074,S00176,9,bottles,20,180
P029,C002259,T093969,I00140,S00544,9,ct,29,261
P024,C006033,T05246,I00157,S00368,11,bags,17,187
P025,C001992,T085849,I00080,S00164,2,bottles,22,44
P035,C002594,T032815,I00112,S00425,5,ct.,14,70
P026,C002706,T011219,I00089,S00265,3,bottles,9,27
P004,C006243,T026101,I00039,S00520,8,bottles,26,208
P037,C007579,T00487,I00211,S00148,8,ct.,15,120
P020,C005458,T063836,I00092,S00405,9,bottles,10,90
P034,C003331,T031829,I00255,S00673,9,pack,20,180
P013,C006899,T097155,I00175,S00173,11,oz,19,209
P006,C001222,T026625,I00259,S00455,11,pack,26,286
P031,C007203,T070218,I00162,S00536,9,Bags,16,144
P027,C006102,T083162,I00015,S00643,11,cans,6.75,74.25
P024,C007845,T015735,I00044,S00623,4,cans,8,32
P028,C007201,T070705,I00234,S00335,1,ct,13,13
P021,C008195,T056434,I00260,S00692,10,ct,15,150
P010,C006430,T023017,I00111,S00580,7,ct,16,112
P016,C001014,T043418,I00065,S00550,2,bottles,20,40
P023,C002548,T097000,I00109,S0078,8,oz,17,136
P033,C004793,T094350,I00197,S00108,7,bars,15,105
P032,C002874,T072448,I00075,S00585,2,cans,15.5,31
P030,C001153,T032262,I00129,S00139,10,pk,18,180
P016,C008451,T057310,I00038,S00592,10,bottles,23,230
P016,C000623,T039888,I00023,S00279,11,cans,6.75,74.25
P026,C004826,T027974,I00132,S00623,4,ct,14,56
P012,C007498,T01338,I00241,S0032,1,ct,12,12
P035,C008431,T098133,I00100,S00637,9,oz.,10,90
P026,C001719,T090073,I00215,S00268,1,ct.,14,14
P013,C006759,T01284,I00211,S00121,2,ct.,15,30
P025,C000530,T080683,I00147,S00631,4,ct,15,60
P034,C002830,T04186,I00241,S00194,6,ct,12,72
P011,C005986,T022265,I00180,S00230,6,ct,19,114
P009,C003632,T083564,I00122,S00157,10,ct,15,150
P003,C006621,T023554,I00262,S00299,11,ct,14,154
P024,C006666,T022426,I00177,S00708,10,ct,35,350
P009,C002021,T097388,I00041,S00173,7,bottles,23,161
P039,C001679,T062075,I00226,S00252,2,lb,15,30
P031,C004605,T036606,I00036,S0018,5,cans,16,80
P020,C008938,T023031,I00214,S00362,11,oz,19.5,214.5
P017,C008773,T051129,I00237,S00649,11,ct,16,176
P016,C007444,T060792,I00052,S00559,4,cans,40,160
P039,C001988,T087803,I00024,S00460,1,cans,16.25,16.25
P016,C006812,T022526,I00133,S00566,2,ct,15,30
P014,C005182,T024047,I00044,S0069,7,cans,8,56
P005,C004441,T052740,I00167,S00155,7,ct,14,98
P010,C000976,T091201,I00219,S00142,4,ct,22,88
P003,C005241,T069750,I00159,S00692,9,bags,17,153
P013,C002981,T069504,I00226,S00353,7,lb,15,105
P015,C008578,T086682,I00085,S00545,3,bottles,18,54
P021,C004213,T062986,I00011,S00596,2,cans,6.75,13.5
P024,C005800,T016845,I00210,S00323,2,ct,15,30
P025,C005679,T080218,I00145,S00417,1,ct,17,17
P006,C005970,T070204,I00029,S00603,8,cans,11.5,92
P017,C006908,T04323,I00160,S00438,2,bags,17,34
P019,C001898,T027365,I00208,S00544,5,ct,14,70
P014,C004428,T067506,I00094,S0059,5,bottles,11,55
P010,C003224,T081788,I00128,S00504,11,pk,16,176
P007,C004073,T01736,I00020,S00279,1,cans,6.75,6.75
P010,C008559,T045131,I00134,S00409,8,ct,16,128
P030,C005331,T095706,I00038,S00421,7,bottles,23,161
P008,C002443,T087544,I00222,S00112,9,ct,12,108
P016,C003224,T026632,I00058,S00474,2,bottles,22,44
P006,C008695,T095756,I00175,S00298,3,oz,19,57
P019,C001276,T011965,I00218,S00404,4,ct,6,24
P022,C009177,T032814,I00155,S00229,5,bags,17,85
P038,C006929,T056425,I00055,S0061,2,cans,40,80
P017,C002530,T024451,I00048,S00609,11,cans,8,88
P027,C005522,T073149,I00021,S00485,4,cans,6.75,27
P022,C000714,T026905,I00225,S00195,6,ct,17,102
P035,C005232,T055561,I00094,S00286,4,bottles,11,44
P036,C002978,T056352,I00246,S00144,11,ct,20,220
P015,C000642,T034551,I00264,S00636,4,Ct,15,60
P033,C002776,T052895,I00127,S00720,3,pk,12.5,37.5
P011,C008913,T052349,I00251,S00301,5,oz,13,65
P035,C000136,T015655,I00197,S00510,10,bars,15,150
P034,C001294,T067038,I00201,S00702,1,bars,23,23
P001,C005377,T090855,I00229,S00680,10,ct,13,130
P027,C004245,T01379,I00235,S00205,6,ct,14,84
P026,C006868,T058281,I00051,S00309,10,cans,23,230
P030,C001013,T063937,I00171,S00319,11,ct,16,176
P001,C007124,T093788,I00238,S00229,8,ct,12,96
P007,C004925,T072264,I00144,S00585,5,ct,20,100
P001,C003576,T074363,I00130,S00135,11,ct,14,154
P023,C007093,T092299,I00150,S00694,8,bags,16,128
P026,C008554,T022343,I00020,S0065,11,cans,6.75,74.25
P023,C007299,T02521,I00264,S00217,4,Ct,15,60
P026,C003455,T028681,I00017,S00169,6,cans,6.75,40.5
P021,C001011,T070920,I00125,S00297,10,ct,15,150
P037,C003904,T075387,I00053,S00351,2,cans,40,80
P035,C007583,T06531,I00019,S00468,9,cans,6.75,60.75
P037,C004529,T096799,I00262,S00331,8,ct,14,112
P038,C008755,T032367,I00127,S00661,4,pk,12.5,50
P031,C003764,T053944,I00070,S0020,4,bottles,17.5,70
P016,C005257,T073740,I00127,S00581,9,pk,12.5,112.5
P022,C001498,T082847,I00175,S00701,1,oz,19,19
P001,C004065,T020886,I00108,S00575,7,oz,15,105
P004,C000617,T091677,I00009,S00670,4,cans,16.25,65
P003,C002387,T033243,I00003,S00392,10,cans,6.75,67.5
P025,C005481,T092644,I00130,S00643,9,ct,14,126
P007,C008444,T058667,I00180,S00274,9,ct,19,171
P025,C002989,T07590,I00060,S00343,9,bottles,22,198
P009,C007874,T098593,I00096,S00181,10,bottles,20,200
P029,C000373,T010066,I00056,S00563,8,bottles,24,192
P034,C007943,T099165,I00224,S0020,6,oz,11,66
P035,C003824,T051300,I00069,S0075,6,bottles,17.5,105
P012,C007867,T059906,I00045,S00284,3,cans,8,24
P007,C005929,T092549,I00051,S00426,5,cans,23,115
P013,C001981,T049483,I00013,S00435,5,cans,6.75,33.75
P005,C000909,T029866,I00025,S00573,7,cans,11.5,80.5
P008,C007804,T03492,I00145,S0047,2,ct,17,34
P013,C000249,T089623,I00160,S00335,4,bags,17,68
P038,C004505,T067590,I00050,S00558,4,cans,8,32
P005,C002658,T012331,I00118,S00231,8,ct,42,336
P039,C002117,T079089,I00116,S00347,1,ct,48,48
P036,C005498,T024260,I00246,S00345,3,ct,20,60
P025,C002888,T084972,I00066,S00217,4,bottles,20,80
P002,C008942,T044060,I00094,S00143,3,bottles,11,33
P030,C001903,T077157,I00067,S00316,6,bottles,8,48
P039,C001806,T010749,I00076,S00236,7,cans,6.75,47.25
P037,C008932,T072044,I00252,S00620,6,ct,11,66
P034,C004957,T04386,I00263,S00668,2,Ct,14,28
P027,C005957,T024676,I00240,S00485,4,ct,14,56
P012,C004635,T033955,I00122,S00313,9,ct,15,135
P034,C006092,T013326,I00226,S00555,5,lb,15,75
P011,C008199,T037989,I00171,S00309,10,ct,16,160
P026,C004300,T030084,I00116,S0055,5,ct,48,240
P002,C001001,T054739,I00157,S00368,5,bags,17,85
P008,C004378,T034418,I00139,S00125,5,ct,24,120
P035,C007730,T089887,I00113,S00547,7,ct,42,294
P015,C002335,T017469,I00087,S00191,5,bottles,15,75
P022,C003627,T08219,I00115,S00347,1,ct,53,53
P014,C008620,T079302,I00072,S00131,10,bottles,20,200
P033,C004220,T032716,I00125,S00441,10,ct,15,150
P039,C007955,T06183,I00171,S00704,4,ct,16,64
P009,C009104,T062512,I00001,S00661,4,cans,11.5,46
P017,C004959,T076090,I00215,S0049,5,ct.,14,70
P022,C004971,T044469,I00145,S00491,11,ct,17,187
P011,C000470,T070430,I00093,S0001,11,bottles,13,143
P010,C002079,T03209,I00120,S00308,6,ct,9,54
P035,C003344,T084680,I00253,S00714,1,bags,21,21
P035,C002573,T036039,I00136,S00349,3,ct,19.5,58.5
P008,C008678,T086797,I00167,S00269,9,ct,14,126
P007,C002505,T028536,I00261,S00635,9,ct,33,297
P031,C007934,T019150,I00211,S00448,11,ct.,15,165
P019,C000767,T06823,I00178,S00506,2,ct,26,52
P009,C007706,T071503,I00021,S00487,9,cans,6.75,60.75
P001,C000237,T066656,I00249,S00576,8,pack,16,128
P019,C006546,T082727,I00260,S00369,9,ct,15,135
P020,C002059,T032598,I00014,S00110,7,cans,6.75,47.25
P035,C005454,T046293,I00233,S00715,4,ct,12,48
P008,C007650,T07955,I00037,S00720,4,cans,16,64
P021,C004494,T029971,I00166,S00539,11,bags,17,187
P011,C000701,T018597,I00085,S00679,11,bottles,18,198
P031,C006172,T031137,I00225,S00457,6,ct,17,102
P027,C008240,T090497,I00005,S00372,9,cans,6.75,60.75
P013,C000579,T068795,I00175,S00614,1,oz,19,19
P027,C005258,T013671,I00058,S0084,9,bottles,22,198
P005,C002854,T096291,I00055,S0002,6,cans,40,240
P004,C006360,T012316,I00040,S00512,10,bottles,22,220
P019,C000529,T027244,I00208,S00115,8,ct,14,112
P026,C005114,T012561,I00226,S0003,8,lb,15,120
P029,C008042,T031176,I00248,S00480,6,rolls,26,156
P024,C001327,T037114,I00033,S00108,2,cans,16,32
P027,C005091,T099067,I00154,S00485,3,Bags,15,45
P016,C001649,T014077,I00206,S0003,9,ct,15,135
P027,C004173,T039188,I00241,S00525,3,ct,12,36
P031,C005285,T049682,I00206,S00164,5,ct,15,75
P028,C004135,T022324,I00117,S00169,8,ct,46,368
P034,C000745,T034506,I00152,S00580,5,bags,15,75
P007,C002338,T043977,I00025,S00525,4,cans,11.5,46
P016,C007587,T087437,I00196,S0047,6,ct,16,96
P012,C000105,T078329,I00188,S00275,10,ct,14,140
P018,C002378,T08623,I00029,S00356,10,cans,11.5,115
P030,C004136,T079132,I00256,S00274,6,pack,20,120
P008,C002478,T040087,I00216,S00182,8,ct,16.5,132
P035,C004748,T08165,I00088,S00361,6,bottles,17,102
P028,C005535,T076825,I00154,S0099,10,Bags,15,150
P035,C001651,T06494,I00179,S0021,3,ct,19,57
P031,C005660,T04418,I00012,S00355,3,cans,16.25,48.75
P038,C008964,T044866,I00231,S00193,1,pk,16,16
P007,C007319,T029669,I00202,S00651,9,ct.,12,108
P020,C002441,T013517,I00091,S00614,11,bottles,7.5,82.5
P030,C003811,T078331,I00206,S0056,2,ct,15,30
P014,C001265,T052189,I00081,S00182,5,bottles,29,145
P011,C007389,T037370,I00245,S00371,10,rolls,26,260
P029,C006226,T092927,I00094,S00377,8,bottles,11,88
P002,C006590,T041416,I00162,S00696,7,Bags,16,112
P018,C005258,T015738,I00052,S0091,10,cans,40,400
P031,C001819,T090179,I00254,S00605,10,oz,13,130
P012,C009116,T097125,I00039,S00312,10,bottles,26,260
P007,C007656,T040668,I00122,S00712,9,ct,15,135
P003,C004235,T055270,I00237,S00130,11,ct,16,176
P019,C002464,T093602,I00027,S00538,5,cans,16.25,81.25
P022,C004198,T014114,I00015,S00280,4,cans,6.75,27
P025,C008311,T066277,I00254,S00179,10,oz,13,130
P019,C004217,T096922,I00219,S00295,9,ct,22,198
P019,C001628,T029749,I00256,S00266,4,pack,20,80
P039,C003569,T070633,I00102,S0037,8,tubs,16,128
P017,C004133,T052023,I00159,S0017,7,bags,17,119
P010,C001751,T091589,I00036,S00668,4,cans,16,64
P016,C006230,T044541,I00171,S00279,1,ct,16,16
P034,C006331,T021271,I00250,S00515,2,pack,19.5,39
P030,C001643,T094323,I00232,S00150,2,ct,12,24
P001,C001218,T078307,I00259,S00192,5,pack,26,130
P037,C008246,T029335,I00069,S00346,8,bottles,17.5,140
P015,C004618,T015463,I00005,S0046,2,cans,6.75,13.5
P030,C005899,T098806,I00047,S0005,1,cans,8,8
P030,C007520,T070576,I00003,S00335,7,cans,6.75,47.25
P031,C003361,T085249,I00019,S0059,7,cans,6.75,47.25
P024,C004307,T040370,I00115,S00621,7,ct,53,371
P028,C000091,T018364,I00224,S00163,10,oz,11,110
P035,C008392,T053610,I00078,S00170,5,bottles,17,85
P028,C000394,T089764,I00012,S0094,9,cans,16.25,146.25
P014,C003906,T088849,I00233,S00366,2,ct,12,24
P004,C009152,T092264,I00037,S00642,10,cans,16,160
P026,C003354,T018822,I00185,S00223,8,ct,14,112
P026,C003475,T044073,I00065,S00534,11,bottles,20,220
P020,C001330,T097830,I00258,S00584,9,pk,21,189
P010,C006350,T049657,I00206,S00187,9,ct,15,135
P035,C003993,T07121,I00244,S00424,4,oz,18,72
P001,C005513,T070978,I00135,S00273,3,ct.,14,42
P004,C005305,T033808,I00135,S00264,8,ct.,14,112
P023,C005167,T054074,I00069,S00621,10,bottles,17.5,175
P037,C000552,T075331,I00136,S00373,3,ct,19.5,58.5
P011,C002874,T013716,I00167,S00285,4,ct,14,56
P015,C004789,T013574,I00027,S00103,8,cans,16.25,130
P001,C008978,T01259,I00003,S00215,10,cans,6.75,67.5
P010,C003055,T00903,I00234,S00193,7,ct,13,91
P011,C003942,T059296,I00123,S00652,11,ct,45,495
P022,C001854,T086245,I00065,S00179,8,bottles,20,160
P018,C001195,T047288,I00017,S0099,3,cans,6.75,20.25
P038,C002618,T012255,I00059,S00686,8,bottles,22,176
P016,C001370,T016877,I00203,S00338,10,ct,18,180
P027,C006573,T067947,I00071,S00543,2,bottles,17.5,35
P032,C002494,T058469,I00260,S00395,3,ct,15,45
P035,C003721,T050018,I00005,S00409,4,cans,6.75,27
P034,C008873,T097782,I00257,S00205,3,ct,21,63
P035,C004560,T050928,I00212,S00198,11,ct,12,132
P006,C004745,T090471,I00240,S00596,8,ct,14,112
P011,C002176,T083736,I00090,S00373,1,bottles,9,9
P002,C003158,T050350,I00162,S00472,11,Bags,16,176
P007,C002618,T031790,I00207,S00699,7,ct,14,98
P029,C000619,T098209,I00106,S00292,7,oz,17,119
P034,C005296,T025180,I00092,S00359,6,bottles,10,60
P039,C002701,T010195,I00232,S0015,2,ct,12,24
P020,C000135,T097330,I00254,S00569,5,oz,13,65
P029,C005386,T031418,I00072,S0086,1,bottles,20,20
P006,C005083,T034304,I00159,S00380,8,bags,17,136
P035,C002583,T019400,I00198,S00688,4,ct,12,48
P017,C001565,T017962,I00088,S00402,4,bottles,17,68
P025,C007978,T048848,I00191,S00540,3,bars,24,72
P011,C004296,T03344,I00068,S00598,3,bottles,20,60
P002,C001764,T069604,I00115,S00717,4,ct,53,212
P038,C000794,T056526,I00167,S00514,11,ct,14,154
P014,C007344,T021126,I00261,S00612,7,ct,33,231
P019,C008947,T077701,I00040,S00110,1,bottles,22,22
P028,C003095,T027342,I00170,S00689,8,ct.,15,120
P015,C008789,T06491,I00028,S00597,9,cans,6.75,60.75
P021,C004147,T021171,I00212,S00698,9,ct,12,108
P030,C004251,T09418,I00048,S0038,8,cans,8,64
P012,C005492,T083269,I00125,S00426,2,ct,15,30
P012,C006354,T014003,I00116,S00190,6,ct,48,288
P037,C009043,T014825,I00149,S00290,5,ct,15,75
P028,C004947,T095068,I00094,S00537,9,bottles,11,99
P025,C002319,T087204,I00147,S00542,7,ct,15,105
P028,C001060,T010757,I00077,S00452,5,cans,6.75,33.75
P024,C000595,T054532,I00237,S0028,3,ct,16,48
P004,C006169,T05470,I00125,S00321,3,ct,15,45
P024,C002191,T034238,I00002,S00179,9,cans,6.75,60.75
P001,C001115,T031849,I00029,S00577,10,cans,11.5,115
P024,C001475,T065317,I00220,S00592,3,ct,14,42
P017,C003896,T018185,I00013,S00692,10,cans,6.75,67.5
P009,C006144,T096795,I00194,S00620,1,bars,23,23
P015,C001518,T013369,I00216,S0088,8,ct,16.5,132
P014,C003292,T043966,I00046,S00237,8,cans,8,64
P035,C002647,T025145,I00061,S00177,7,cans,55,385
P004,C006687,T037220,I00187,S00304,4,ct.,13,52
P015,C001555,T063762,I00172,S00624,5,oz,19,95
P028,C001074,T090966,I00009,S00539,4,cans,16.25,65
P001,C005768,T074784,I00075,S00224,8,cans,15.5,124
P037,C006831,T073383,I00199,S00142,2,ct,15,30
P012,C004109,T04159,I00233,S00705,3,ct,12,36
P026,C006917,T00581,I00120,S00717,2,ct,9,18
P019,C005017,T032226,I00186,S00670,5,ct,13,65
P025,C007184,T063356,I00048,S00168,1,cans,8,8
P029,C007705,T048526,I00125,S00521,7,ct,15,105
P031,C006326,T095292,I00172,S00247,6,oz,19,114
P036,C008771,T033643,I00137,S00478,3,ct,24,72
P018,C000280,T087750,I00208,S00227,8,ct,14,112
P028,C006135,T026361,I00208,S00149,10,ct,14,140
P018,C008248,T03558,I00237,S00240,3,ct,16,48
P031,C001485,T030738,I00040,S00101,6,bottles,22,132
P004,C000928,T030246,I00068,S00598,2,bottles,20,40
P018,C004883,T00544,I00254,S00209,6,oz,13,78
P033,C002026,T035823,I00097,S00106,3,cartons,19,57
P020,C003953,T061291,I00008,S00377,6,cans,16.25,97.5
P025,C003780,T091346,I00071,S0059,6,bottles,17.5,105
P015,C007429,T036487,I00058,S00219,8,bottles,22,176
P026,C004045,T019228,I00124,S00121,6,ct,15,90
P019,C008743,T040983,I00044,S00702,8,cans,8,64
P001,C008199,T028362,I00128,S00612,5,pk,16,80
P011,C009157,T011861,I00209,S00504,6,ct,13,78
P004,C005009,T027718,I00101,S00188,1,tubs,15,15
P018,C002691,T015783,I00052,S00292,10,cans,40,400
P027,C003575,T08580,I00001,S00479,2,cans,11.5,23
P013,C002726,T016804,I00201,S00359,1,bars,23,23
P028,C007975,T073588,I00055,S0021,10,cans,40,400
P023,C000563,T052490,I00214,S00401,2,oz,19.5,39
P026,C003205,T040699,I00008,S00651,10,cans,16.25,162.5
P034,C004584,T084725,I00177,S00106,2,ct,35,70
P019,C008245,T021690,I00018,S00396,3,cans,6.75,20.25
P006,C005376,T069780,I00190,S00461,5,ct,16,80
P023,C005567,T045519,I00031,S00414,5,cans,16,80
P013,C005918,T099043,I00082,S0090,5,ct,15,75
P012,C006537,T028343,I00148,S0019,2,ct,15,30
P008,C004038,T081754,I00064,S0089,5,cans,40,200
P014,C007481,T055456,I00088,S00536,4,bottles,17,68
P014,C000469,T091281,I00084,S00229,3,bottles,18,54
P026,C008805,T053333,I00229,S00425,2,ct,13,26
P027,C001382,T074310,I00211,S00701,3,ct.,15,45
P027,C000651,T09650,I00082,S00124,8,ct,15,120
P038,C002628,T032206,I00130,S00661,7,ct,14,98
P020,C005414,T075496,I00102,S00540,6,tubs,16,96
P014,C005917,T087285,I00151,S00171,3,bags,17,51
P015,C004355,T099662,I00065,S00554,4,bottles,20,80
P016,C001308,T08304,I00194,S00364,3,bars,23,69
P031,C006676,T048271,I00108,S00125,9,oz,15,135
P007,C001094,T049103,I00166,S00702,4,bags,17,68
P008,C008899,T059342,I00026,S00688,11,cans,6.75,74.25
P011,C000909,T08593,I00134,S00603,8,ct,16,128
P002,C001433,T052699,I00224,S00359,10,oz,11,110
P021,C006609,T030969,I00107,S00155,9,oz,20,180
P037,C004260,T017347,I00105,S00533,5,ct,16.5,82.5
P008,C008801,T075958,I00139,S00524,7,ct,24,168
P026,C003609,T039761,I00237,S0002,4,ct,16,64
P032,C004052,T084525,I00215,S00228,7,ct.,14,98
P012,C001368,T082926,I00142,S0083,5,ct,12.5,62.5
P034,C004223,T016690,I00141,S00402,10,ct,18,180
P015,C001258,T035263,I00251,S0084,5,oz,13,65
P031,C005853,T030185,I00261,S00545,3,ct,33,99
P017,C001998,T028447,I00166,S00115,9,bags,17,153
P005,C002260,T021097,I00131,S00475,7,ct,14,98
P029,C005680,T090792,I00118,S00680,2,ct,42,84
P039,C005863,T034939,I00230,S00441,10,pk,15,150
P001,C005412,T063482,I00131,S00142,9,ct,14,126
P018,C008449,T03837,I00264,S00551,4,Ct,15,60
P012,C002398,T073785,I00089,S00331,10,bottles,9,90
P013,C008430,T049764,I00107,S0058,6,oz,20,120
P004,C004411,T073066,I00107,S00124,3,oz,20,60
P033,C005618,T015168,I00190,S00365,9,ct,16,144
P008,C003396,T026550,I00017,S0020,8,cans,6.75,54
